nct_id,indication,line_of_therapy
NCT05800366,"Anaplastic Large Cell Lymphoma",1L
NCT05800366,"B-cell Lymphoma",1L
NCT05800366,"Diffuse Large B-cell Lymphoma",1L
NCT05804526,Mesothelioma,1L
NCT05804526,Mesothelioma,2L
NCT05804526,"Solid Tumors",1L
NCT05804526,"Solid Tumors",2L
NCT05805371,"Prostate Cancer",2L
NCT05810103,"Solid Tumors",2L
NCT05814354,"Breast Cancer",1L
NCT05814354,"Breast Cancer",2L
NCT05816252,"Non-small Cell Lung Cancer",1L
NCT05816252,"Non-small Cell Lung Cancer",2L
NCT05821933,"Non-small Cell Lung Cancer",1L
NCT05821933,"Non-small Cell Lung Cancer",2L
NCT05821933,"Non-small Cell Lung Cancer",3L
NCT05821933,"Non-small Cell Lung Cancer",4L
NCT05824325,"Breast Cancer",2L
NCT05830097,"Breast Cancer",1L
NCT05830097,"Breast Cancer",2L
NCT05830097,"Colorectal Cancer",1L
NCT05830097,"Colorectal Cancer",2L
NCT05830097,"Esophageal Cancer",1L
NCT05830097,"Esophageal Cancer",2L
NCT05830097,"Lung Cancer",1L
NCT05830097,"Lung Cancer",2L
NCT05830097,"Pancreatic Cancer",1L
NCT05830097,"Pancreatic Cancer",2L
NCT05830097,"Solid Tumors",1L
NCT05830097,"Solid Tumors",2L
NCT05830123,Osteosarcoma,1L
NCT05830123,Osteosarcoma,2L
NCT05833867,"Bladder Cancer",1L
NCT05834764,"Breast Cancer",Adjuvant
NCT05836948,"Solid Tumors",1L
NCT05836948,"Solid Tumors",2L
NCT05838521,"Cervical Cancer",2L
NCT05838521,"Cervical Cancer",3L
NCT05840211,"Breast Cancer",2L
NCT05845138,"Breast Cancer",1L
NCT05845138,"Breast Cancer",2L
NCT05845814,"Bladder Cancer",1L
NCT05847569,"Multiple Myeloma",">= 2PL"
NCT05847569,"Multiple Myeloma",">= 3PL"
NCT05847569,"Multiple Myeloma",">= 4PL"
NCT05847764,"Non-small Cell Lung Cancer",2L
NCT05848466,"Biliary Tract Cancer",1L
NCT05848466,"Biliary Tract Cancer",2L
NCT05848466,"Bladder Cancer",1L
NCT05848466,"Bladder Cancer",2L
NCT05848466,"Breast Cancer",1L
NCT05848466,"Breast Cancer",2L
NCT05848466,"Colorectal Cancer",1L
NCT05848466,"Colorectal Cancer",2L
NCT05848466,"Gastric Cancer",1L
NCT05848466,"Gastric Cancer",2L
NCT05848466,"Non-small Cell Lung Cancer",1L
NCT05848466,"Non-small Cell Lung Cancer",2L
NCT05848466,"Solid Tumors",1L
NCT05848466,"Solid Tumors",2L
NCT05849246,"Non-small Cell Lung Cancer",1L
NCT05853965,"Multiple Myeloma",">= 4PL"
NCT05865990,"Breast Cancer",2L
NCT05865990,"Breast Cancer",3L
NCT05865990,"Lung Cancer",2L
NCT05865990,"Lung Cancer",3L
NCT05865990,"Non-small Cell Lung Cancer",2L
NCT05865990,"Non-small Cell Lung Cancer",3L
NCT05865990,"Solid Tumors",2L
NCT05865990,"Solid Tumors",3L
NCT05865990,"Triple-Negative Breast Cancer",2L
NCT05865990,"Triple-Negative Breast Cancer",3L
NCT05866354,"Solid Tumors",2L
NCT05866432,"Triple-Negative Breast Cancer",1L
NCT05866432,"Triple-Negative Breast Cancer",2L
NCT05868226,"Breast Cancer",2L
NCT05868226,"Solid Tumors",2L
NCT05868226,"Triple-Negative Breast Cancer",2L
NCT05868265,"Bladder Cancer",Neoadjuvant
NCT05868395,"Mantle Cell Lymphoma",1L
NCT05868395,"Mantle Cell Lymphoma",2L
NCT05870319,"Non-small Cell Lung Cancer",1L
NCT05870748,"Fallopian tube Cancer",2L
NCT05870748,"Fallopian tube Cancer",3L
NCT05870748,"Fallopian tube Cancer",4L
NCT05870748,"Ovarian Cancer",2L
NCT05870748,"Ovarian Cancer",3L
NCT05870748,"Ovarian Cancer",4L
NCT05870748,"Peritoneal Cancer",2L
NCT05870748,"Peritoneal Cancer",3L
NCT05870748,"Peritoneal Cancer",4L
NCT05872295,"Breast Cancer",2L
NCT05872295,"Gastric Cancer",2L
NCT05872295,"Gastroesophageal Junction",2L
NCT05872295,"Solid Tumors",2L
NCT05873712,"Chronic Lymphocytic Leukemia",2L
NCT05873712,"Diffuse Large B-cell Lymphoma",2L
NCT05873712,"Non-Hodgkin Lymphoma",2L
NCT05873712,"Small Lymphocytic Lymphoma",2L
NCT05873712,Thrombocytopenia,2L
NCT05874193,"Multiple Myeloma",">= 1PL"
NCT05874193,"Multiple Myeloma",">= 3PL"
NCT05874193,"Multiple Myeloma",">= 4PL"
NCT05875168,"Biliary Tract Cancer",2L
NCT05875168,"Bladder Cancer",2L
NCT05875168,"Breast Cancer",2L
NCT05875168,"Non-small Cell Lung Cancer",2L
NCT05875168,"Ovarian Cancer",2L
NCT05875168,"Pancreatic Cancer",2L
NCT05875168,"Solid Tumors",2L
NCT05879627,"Hepatocellular Carcinoma",1L
NCT05879627,"Hepatocellular Carcinoma",2L
NCT05879627,"Solid Tumors",1L
NCT05879627,"Solid Tumors",2L
NCT05879653,"Bladder Cancer",1L
NCT05884320,"Head and Neck Cancer",2L
NCT05884320,"Head and Neck Cancer",3L
NCT05884320,"Head and Neck Cancer",4L
NCT05887609,"Fallopian tube Cancer",Maintenance
NCT05887609,"Ovarian Cancer",Maintenance
NCT05887609,"Peritoneal Cancer",Maintenance
NCT05894824,"Gastric Cancer",2L
NCT05894824,"Gastroesophageal Junction",2L
NCT05896020,"Cervical Cancer",2L
NCT05896020,"Endometrial Cancer",2L
NCT05896020,"Ovarian Cancer",2L
NCT05901935,"Breast Cancer",3L
NCT05901935,"Breast Cancer",4L
NCT05904106,"Acute Myeloid Leukemia",1L
NCT05904106,"Acute Myeloid Leukemia","Newly Diagnosed"
NCT05911295,"Bladder Cancer",1L
NCT05912205,"Bladder Cancer",1L
NCT05912816,"Bladder Cancer",1L
NCT05914116,"Esophageal Cancer",2L
NCT05914116,Melanoma,1L
NCT05914116,Melanoma,2L
NCT05914116,"Non-small Cell Lung Cancer",1L
NCT05914116,"Non-small Cell Lung Cancer",2L
NCT05914116,"Prostate Cancer",1L
NCT05914116,"Prostate Cancer",2L
NCT05914116,"Small Cell Lung Cancer",1L
NCT05914116,"Small Cell Lung Cancer",2L
NCT05914116,"Solid Tumors",1L
NCT05914116,"Solid Tumors",2L
NCT05914545,"Solid Tumors",1L
NCT05915351,"Pancreatic Cancer",2L
NCT05919212,"Breast Cancer",1L
NCT05922501,"Multiple Myeloma",">= 1PL"
NCT05922501,"Multiple Myeloma",">= 2PL"
NCT05922501,"Multiple Myeloma",">= 3PL"
NCT05922501,"Multiple Myeloma",">= 4PL"
NCT05922904,"Hodgkin Lymphoma",1L
NCT05923190,"Bladder Cancer",1L
NCT05924256,"Head and Neck Cancer",2L
NCT05924750,"Acute Myeloid Leukemia",2L
NCT05928897,"Gastric Cancer",2L
NCT05930951,"Adenoid Cystic Carcinoma",2L
NCT05940051,"Diffuse Large B-cell Lymphoma",2L
NCT05940064,"Diffuse Large B-cell Lymphoma",1L
NCT05940896,"Bladder Cancer",1L
NCT05940896,"Cervical Cancer",1L
NCT05940896,"Esophageal Cancer",1L
NCT05940896,"Head and Neck Cancer",1L
NCT05940896,"Solid Tumors",1L
NCT05941507,"Anal Cancer",2L
NCT05941507,"Bladder Cancer",2L
NCT05941507,"Breast Cancer",2L
NCT05941507,"Cervical Cancer",2L
NCT05941507,"Endometrial Cancer",2L
NCT05941507,"Gastric Cancer",2L
NCT05941507,Glioblastoma,2L
NCT05941507,"Head and Neck Cancer",2L
NCT05941507,"Lung Cancer",2L
NCT05941507,"Non-small Cell Lung Cancer",2L
NCT05941507,"Ovarian Cancer",2L
NCT05941507,"Pancreatic Cancer",2L
NCT05941507,"Solid Tumors",2L
NCT05941507,"Triple-Negative Breast Cancer",2L
NCT05943379,"Bladder Cancer",1L
NCT05947344,"Acute Myeloid Leukemia",2L
NCT05947344,"Myelodysplastic Syndrome",2L
NCT05947344,"Myeloproliferative Neoplasm",2L
NCT05948865,"Breast Cancer",1L
NCT05948865,"Breast Cancer",2L
NCT05948865,"Colorectal Cancer",1L
NCT05948865,"Colorectal Cancer",2L
NCT05948865,"Head and Neck Cancer",1L
NCT05948865,"Head and Neck Cancer",2L
NCT05948865,"Lung Cancer",1L
NCT05948865,"Lung Cancer",2L
NCT05948865,"Non-small Cell Lung Cancer",1L
NCT05948865,"Non-small Cell Lung Cancer",2L
NCT05948865,"Solid Tumors",1L
NCT05948865,"Solid Tumors",2L
NCT05949619,"Non-small Cell Lung Cancer",2L
NCT05949619,"Solid Tumors",2L
NCT05950945,"Breast Cancer",2L
NCT05950945,"Breast Cancer",3L
NCT05953168,"Breast Cancer",1L
NCT05953168,"Triple-Negative Breast Cancer",1L
NCT05954143,"Breast Cancer",2L
NCT05954143,"Breast Cancer",3L
NCT05954143,"Breast Cancer",4L
NCT05955209,"Prostate Cancer",2L
NCT05955261,"Acute Myeloid Leukemia",1L
NCT05955261,"Myelodysplastic Syndrome",1L
NCT05957471,"Solid Tumors",1L
NCT05957471,"Solid Tumors",2L
NCT05957757,"Bladder Cancer",2L
NCT05966233,"B-cell Lymphoma",2L
NCT05966233,"Diffuse Large B-cell Lymphoma",2L
NCT05971251,"Chronic Lymphocytic Leukemia",2L
NCT05971251,"Small Lymphocytic Lymphoma",2L
NCT05979740,"Bladder Cancer",1L
NCT05980416,"Esophageal Cancer",1L
NCT05980416,"Esophageal Cancer",2L
NCT05980416,"Gastric Cancer",1L
NCT05980416,"Gastric Cancer",2L
NCT05980416,"Gastroesophageal Junction",1L
NCT05980416,"Gastroesophageal Junction",2L
NCT05980416,"Gastrointestinal Cancer",1L
NCT05980416,"Gastrointestinal Cancer",2L
NCT05980416,"Pancreatic Cancer",1L
NCT05980416,"Pancreatic Cancer",2L
NCT05980416,"Solid Tumors",1L
NCT05980416,"Solid Tumors",2L
NCT05980481,"Gastric Cancer",1L
NCT05982834,"Gastric Cancer",2L
NCT05990452,"Solid Tumors",1L
NCT05990452,"Solid Tumors",2L
NCT05991349,"Solid Tumors",1L
NCT05991388,"Burkitt Lymphoma",2L
NCT05991388,"Diffuse Large B-cell Lymphoma",2L
NCT05991388,"Non-Hodgkin Lymphoma",2L
NCT05991388,"Primary Mediastinal B-cell Lymphoma",2L
NCT05994001,"Biliary Tract Cancer",2L
NCT05996952,"Bladder Cancer",Adjuvant
NCT06000033,"Breast Cancer",2L
NCT06000033,"Breast Cancer",3L
NCT06001255,"Prostate Cancer",2L
NCT06001255,"Solid Tumors",2L
NCT06003231,"Endometrial Cancer",2L
NCT06003231,"Head and Neck Cancer",2L
NCT06003231,"Lung Cancer",2L
NCT06003231,"Non-small Cell Lung Cancer",2L
NCT06003231,"Ovarian Cancer",2L
NCT06003231,"Solid Tumors",2L
NCT06005740,"Hepatocellular Carcinoma",1L
NCT06005740,"Solid Tumors",1L
NCT06007729,"Head and Neck Cancer",2L
NCT06007729,"Solid Tumors",2L
NCT06008054,"Colorectal Cancer",1L
NCT06008054,"Colorectal Cancer",2L
NCT06008054,"Esophageal Cancer",1L
NCT06008054,"Esophageal Cancer",2L
NCT06008054,"Gastric Cancer",1L
NCT06008054,"Gastric Cancer",2L
NCT06008054,"Gastrointestinal Cancer",1L
NCT06008054,"Gastrointestinal Cancer",2L
NCT06008366,"Solid Tumors",1L
NCT06008366,"Solid Tumors",2L
NCT06012435,"Non-small Cell Lung Cancer",2L
NCT06014658,"Breast Cancer",1L
NCT06014658,"Breast Cancer",2L
NCT06014658,"Non-small Cell Lung Cancer",1L
NCT06014658,"Non-small Cell Lung Cancer",2L
NCT06014658,"Solid Tumors",1L
NCT06014658,"Solid Tumors",2L
NCT06014658,"Triple-Negative Breast Cancer",1L
NCT06014658,"Triple-Negative Breast Cancer",2L
NCT06015048,"Solid Tumors",1L
NCT06015048,"Solid Tumors",2L
NCT06015880,"B-cell Lymphoma",2L
NCT06015880,"Diffuse Large B-cell Lymphoma",2L
NCT06015880,"Non-Hodgkin Lymphoma",2L
NCT06018337,"Breast Cancer",2L
NCT06018337,"Breast Cancer",3L
PACTR202201721209443,"Breast Cancer",Adjuvant
PER-070-21,"B-cell Leukemia",1L
PER-070-21,"B-cell Leukemia",2L
PER-070-21,"B-cell Lymphoma",1L
PER-070-21,"B-cell Lymphoma",2L
PER-070-21,"Central Nervous System Lymphoma",1L
PER-070-21,"Central Nervous System Lymphoma",2L
PER-070-21,"Diffuse Large B-cell Lymphoma",1L
PER-070-21,"Diffuse Large B-cell Lymphoma",2L
PER-070-21,"Non-Hodgkin Lymphoma",1L
PER-070-21,"Non-Hodgkin Lymphoma",2L
PER-082-14,"Breast Cancer",1L
PER-082-14,"Gastric Cancer",1L
PER-082-14,"Gastrointestinal Cancer",1L
