nct_id,indication,population
NCT04254107,"Solid Tumors","Locally Advanced"
NCT04254107,"Solid Tumors",Metastatic
NCT04254107,"Solid Tumors",Refractory
NCT04254107,"Solid Tumors",Relapsed
NCT04254107,"Solid Tumors",Unresectable
NCT04254107,"Triple-Negative Breast Cancer",Advanced
NCT04254107,"Triple-Negative Breast Cancer","Locally Advanced"
NCT04254107,"Triple-Negative Breast Cancer",Metastatic
NCT04254107,"Triple-Negative Breast Cancer",Refractory
NCT04254107,"Triple-Negative Breast Cancer",Relapsed
NCT04254107,"Triple-Negative Breast Cancer",Unresectable
NCT04255056,"Breast Cancer",Metastatic
NCT04255056,"Breast Cancer",Relapsed
NCT04257110,"Breast Cancer","Locally Advanced"
NCT04257110,"Breast Cancer",Metastatic
NCT04257110,"Breast Cancer",Refractory
NCT04257110,"Breast Cancer",Unresectable
NCT04257110,"Gastric Cancer","Locally Advanced"
NCT04257110,"Gastric Cancer",Metastatic
NCT04257110,"Gastric Cancer",Refractory
NCT04257110,"Gastric Cancer",Unresectable
NCT04257110,"Gastroesophageal Junction","Locally Advanced"
NCT04257110,"Gastroesophageal Junction",Metastatic
NCT04257110,"Gastroesophageal Junction",Refractory
NCT04257110,"Gastroesophageal Junction",Unresectable
NCT04257110,"Solid Tumors",Advanced
NCT04257110,"Solid Tumors","Locally Advanced"
NCT04257110,"Solid Tumors",Metastatic
NCT04257110,"Solid Tumors",Refractory
NCT04257110,"Solid Tumors",Unresectable
NCT04261413,"Lung Cancer",Advanced
NCT04261413,"Lung Cancer","Locally Advanced"
NCT04261413,"Lung Cancer",Metastatic
NCT04261413,"Lung Cancer",Relapsed
NCT04261413,"Non-small Cell Lung Cancer",Advanced
NCT04261413,"Non-small Cell Lung Cancer","Locally Advanced"
NCT04261413,"Non-small Cell Lung Cancer",Metastatic
NCT04261413,"Non-small Cell Lung Cancer",Relapsed
NCT04264936,"Bladder Cancer",Advanced
NCT04264936,"Bladder Cancer",Cisplatin-Ineligible
NCT04264936,"Bladder Cancer","Locally Advanced"
NCT04264936,"Bladder Cancer",Metastatic
NCT04264936,"Bladder Cancer",Relapsed
NCT04266249,"Breast Cancer",Metastatic
NCT04266249,"Breast Cancer",Refractory
NCT04266249,"Breast Cancer",Relapsed
NCT04266249,"Cervical Cancer",Metastatic
NCT04266249,"Cervical Cancer",Refractory
NCT04266249,"Cervical Cancer",Relapsed
NCT04266249,"Squamous Cell Carcinoma",Metastatic
NCT04266249,"Squamous Cell Carcinoma",Refractory
NCT04266249,"Squamous Cell Carcinoma",Relapsed
NCT04266249,"Thyroid Cancer",Metastatic
NCT04266249,"Thyroid Cancer",Refractory
NCT04266249,"Thyroid Cancer",Relapsed
NCT04274426,"Ovarian Cancer",Relapsed
NCT04274426,"Peritoneal Cancer",Relapsed
NCT04280341,"Solid Tumors",Advanced
NCT04280341,"Solid Tumors",Metastatic
NCT04280341,"Solid Tumors",Refractory
NCT04293562,"Acute Myeloid Leukemia",Refractory
NCT04293562,"Acute Myeloid Leukemia",Relapsed
NCT04294628,"Breast Cancer",Advanced
NCT04294628,"Breast Cancer",Metastatic
NCT04294628,"Breast Cancer",Refractory
NCT04294628,"Breast Cancer",Unresectable
NCT04294628,"Gastric Cancer",Advanced
NCT04294628,"Gastric Cancer",Metastatic
NCT04294628,"Gastric Cancer",Refractory
NCT04294628,"Gastric Cancer",Unresectable
NCT04294628,"Solid Tumors",Advanced
NCT04294628,"Solid Tumors",Metastatic
NCT04294628,"Solid Tumors",Refractory
NCT04294628,"Solid Tumors",Unresectable
NCT04300556,"Breast Cancer",Advanced
NCT04300556,"Breast Cancer",Loco-regional
NCT04300556,"Breast Cancer",Metastatic
NCT04300556,"Breast Cancer",Refractory
NCT04300556,"Breast Cancer",Relapsed
NCT04300556,"Endometrial Cancer",Advanced
NCT04300556,"Endometrial Cancer",Loco-regional
NCT04300556,"Endometrial Cancer",Metastatic
NCT04300556,"Endometrial Cancer",Refractory
NCT04300556,"Endometrial Cancer",Relapsed
NCT04300556,"Fallopian tube Cancer",Advanced
NCT04300556,"Fallopian tube Cancer",Loco-regional
NCT04300556,"Fallopian tube Cancer",Metastatic
NCT04300556,"Fallopian tube Cancer",Refractory
NCT04300556,"Fallopian tube Cancer",Relapsed
NCT04300556,"Non-small Cell Lung Cancer",Advanced
NCT04300556,"Non-small Cell Lung Cancer",Loco-regional
NCT04300556,"Non-small Cell Lung Cancer",Metastatic
NCT04300556,"Non-small Cell Lung Cancer",Refractory
NCT04300556,"Non-small Cell Lung Cancer",Relapsed
NCT04300556,"Ovarian Cancer",Advanced
NCT04300556,"Ovarian Cancer",Loco-regional
NCT04300556,"Ovarian Cancer",Metastatic
NCT04300556,"Ovarian Cancer",Refractory
NCT04300556,"Ovarian Cancer",Relapsed
NCT04300556,"Peritoneal Cancer",Advanced
NCT04300556,"Peritoneal Cancer",Loco-regional
NCT04300556,"Peritoneal Cancer",Metastatic
NCT04300556,"Peritoneal Cancer",Refractory
NCT04300556,"Peritoneal Cancer",Relapsed
NCT04300556,"Solid Tumors",Advanced
NCT04300556,"Solid Tumors",Loco-regional
NCT04300556,"Solid Tumors",Metastatic
NCT04300556,"Solid Tumors",Refractory
NCT04300556,"Solid Tumors",Relapsed
NCT04300556,"Triple-Negative Breast Cancer",Advanced
NCT04300556,"Triple-Negative Breast Cancer",Loco-regional
NCT04300556,"Triple-Negative Breast Cancer",Metastatic
NCT04300556,"Triple-Negative Breast Cancer",Refractory
NCT04300556,"Triple-Negative Breast Cancer",Relapsed
NCT04301375,"Breast Cancer",Metastatic
NCT04301375,"Breast Cancer",Resectable
NCT04305795,"Cutaneous Squamous Cell Carcinoma",Advanced
NCT04305795,"Cutaneous Squamous Cell Carcinoma","Locally Advanced"
NCT04305795,"Cutaneous Squamous Cell Carcinoma",Metastatic
NCT04305795,"Cutaneous Squamous Cell Carcinoma",Relapsed
NCT04305795,"Head and Neck Cancer",Advanced
NCT04305795,"Head and Neck Cancer","Locally Advanced"
NCT04305795,"Head and Neck Cancer",Metastatic
NCT04305795,"Head and Neck Cancer",Recurrent
NCT04305795,"Head and Neck Cancer",Relapsed
NCT04305795,"Solid Tumors",Advanced
NCT04305795,"Solid Tumors","Locally Advanced"
NCT04305795,"Solid Tumors",Metastatic
NCT04305795,"Solid Tumors",Relapsed
NCT04305795,"Squamous Cell Carcinoma",Advanced
NCT04305795,"Squamous Cell Carcinoma","Locally Advanced"
NCT04305795,"Squamous Cell Carcinoma",Metastatic
NCT04305795,"Squamous Cell Carcinoma",Relapsed
NCT04307576,"T-cell Acute Lymphocytic Leukemia",Relapsed
NCT04311034,"Non-small Cell Lung Cancer",Advanced
NCT04311034,"Non-small Cell Lung Cancer","Locally Advanced"
NCT04311034,"Non-small Cell Lung Cancer",Metastatic
NCT04311034,"Non-small Cell Lung Cancer",Unresectable
NCT04323956,"B-cell Lymphoma",Refractory
NCT04323956,"Diffuse Large B-cell Lymphoma",Refractory
NCT04323956,"Follicular Lymphoma","Grade 3b"
NCT04323956,"Follicular Lymphoma",Refractory
NCT04323956,"Marginal Zone Lymphoma",Refractory
NCT04323956,"Non-Hodgkin Lymphoma",Refractory
NCT04329429,"Biliary Tract Cancer",Advanced
NCT04329429,"Biliary Tract Cancer","Locally Advanced"
NCT04329429,"Biliary Tract Cancer",Metastatic
NCT04329429,"Biliary Tract Cancer",Relapsed
NCT04329429,"Gallbladder Cancer","Locally Advanced"
NCT04329429,"Gallbladder Cancer",Metastatic
NCT04329429,"Gallbladder Cancer",Relapsed
NCT04329429,"Hepatocellular Carcinoma","Locally Advanced"
NCT04329429,"Hepatocellular Carcinoma",Metastatic
NCT04329429,"Hepatocellular Carcinoma",Relapsed
NCT04332822,"B-cell Lymphoma",Relapsed
NCT04332822,"Diffuse Large B-cell Lymphoma",Relapsed
NCT04332822,"Follicular Lymphoma",Relapsed
NCT04341181,"B-cell Lymphoma",Advanced
NCT04341181,"B-cell Lymphoma",Relapsed
NCT04341181,"Multiple Myeloma",Advanced
NCT04341181,"Multiple Myeloma",Relapsed
NCT04341181,"Non-Hodgkin Lymphoma",Advanced
NCT04341181,"Non-Hodgkin Lymphoma",Relapsed
NCT04341181,"Ovarian Cancer",Advanced
NCT04341181,"Ovarian Cancer","Locally Advanced"
NCT04341181,"Ovarian Cancer",Metastatic
NCT04341181,"Ovarian Cancer",Relapsed
NCT04341181,"Prostate Cancer",Advanced
NCT04341181,"Prostate Cancer","Locally Advanced"
NCT04341181,"Prostate Cancer",Metastatic
NCT04341181,"Prostate Cancer",Relapsed
NCT04341181,"Solid Tumors",Advanced
NCT04341181,"Solid Tumors","Locally Advanced"
NCT04341181,"Solid Tumors",Metastatic
NCT04341181,"Solid Tumors",Relapsed
NCT04379596,"Esophageal Cancer",Advanced
NCT04379596,"Esophageal Cancer","Locally Advanced"
NCT04379596,"Esophageal Cancer",Metastatic
NCT04379596,"Esophageal Cancer",Unresectable
NCT04379596,"Gastric Cancer",Advanced
NCT04379596,"Gastric Cancer","Locally Advanced"
NCT04379596,"Gastric Cancer",Metastatic
NCT04379596,"Gastric Cancer",Unresectable
NCT04379596,"Gastroesophageal Junction",Advanced
NCT04379596,"Gastroesophageal Junction","Locally Advanced"
NCT04379596,"Gastroesophageal Junction",Metastatic
NCT04379596,"Gastroesophageal Junction",Unresectable
NCT04379596,"Gastrointestinal Cancer",Advanced
NCT04379596,"Gastrointestinal Cancer","Locally Advanced"
NCT04379596,"Gastrointestinal Cancer",Metastatic
NCT04379596,"Gastrointestinal Cancer",Unresectable
NCT04379596,"Solid Tumors",Advanced
NCT04379596,"Solid Tumors","Locally Advanced"
NCT04379596,"Solid Tumors",Metastatic
NCT04379596,"Solid Tumors",Unresectable
NCT04381832,"Prostate Cancer","Castration Resistant"
NCT04381832,"Prostate Cancer",Metastatic
NCT04381832,"Prostate Cancer",Refractory
NCT04381832,"Prostate Cancer",Relapsed
NCT04384484,"B-cell Lymphoma",Refractory
NCT04384484,"B-cell Lymphoma",Relapsed
NCT04384484,"Diffuse Large B-cell Lymphoma",Refractory
NCT04384484,"Diffuse Large B-cell Lymphoma",Relapsed
NCT04389632,"Bladder Cancer",Advanced
NCT04389632,"Bladder Cancer","Locally Advanced"
NCT04389632,"Bladder Cancer",Metastatic
NCT04389632,"Bladder Cancer",Refractory
NCT04389632,"Bladder Cancer",Relapsed
NCT04389632,"Bladder Cancer",Unresectable
NCT04389632,"Breast Cancer",Advanced
NCT04389632,"Breast Cancer","Locally Advanced"
NCT04389632,"Breast Cancer",Metastatic
NCT04389632,"Breast Cancer",Refractory
NCT04389632,"Breast Cancer",Relapsed
NCT04389632,"Breast Cancer",Unresectable
NCT04389632,"Cervical Cancer",Advanced
NCT04389632,"Cervical Cancer","Locally Advanced"
NCT04389632,"Cervical Cancer",Metastatic
NCT04389632,"Cervical Cancer",Refractory
NCT04389632,"Cervical Cancer",Relapsed
NCT04389632,"Cervical Cancer",Unresectable
NCT04389632,"Cutaneous Squamous Cell Carcinoma",Advanced
NCT04389632,"Cutaneous Squamous Cell Carcinoma","Locally Advanced"
NCT04389632,"Cutaneous Squamous Cell Carcinoma",Metastatic
NCT04389632,"Cutaneous Squamous Cell Carcinoma",Refractory
NCT04389632,"Cutaneous Squamous Cell Carcinoma",Relapsed
NCT04389632,"Cutaneous Squamous Cell Carcinoma",Unresectable
NCT04389632,"Esophageal Cancer",Advanced
NCT04389632,"Esophageal Cancer","Locally Advanced"
NCT04389632,"Esophageal Cancer",Metastatic
NCT04389632,"Esophageal Cancer",Refractory
NCT04389632,"Esophageal Cancer",Relapsed
NCT04389632,"Esophageal Cancer",Unresectable
NCT04389632,"Gastric Cancer",Advanced
NCT04389632,"Gastric Cancer","Locally Advanced"
NCT04389632,"Gastric Cancer",Metastatic
NCT04389632,"Gastric Cancer",Refractory
NCT04389632,"Gastric Cancer",Relapsed
NCT04389632,"Gastric Cancer",Unresectable
NCT04389632,"Gastroesophageal Junction",Advanced
NCT04389632,"Gastroesophageal Junction","Locally Advanced"
NCT04389632,"Gastroesophageal Junction",Metastatic
NCT04389632,"Gastroesophageal Junction",Refractory
NCT04389632,"Gastroesophageal Junction",Relapsed
NCT04389632,"Gastroesophageal Junction",Unresectable
NCT04389632,"Head and Neck Cancer",Advanced
NCT04389632,"Head and Neck Cancer","Locally Advanced"
NCT04389632,"Head and Neck Cancer",Metastatic
NCT04389632,"Head and Neck Cancer",Refractory
NCT04389632,"Head and Neck Cancer",Relapsed
NCT04389632,"Head and Neck Cancer",Unresectable
NCT04389632,"Lung Cancer",Advanced
NCT04389632,"Lung Cancer","Locally Advanced"
NCT04389632,"Lung Cancer",Metastatic
NCT04389632,"Lung Cancer",Refractory
NCT04389632,"Lung Cancer",Relapsed
NCT04389632,"Lung Cancer",Unresectable
NCT04389632,"Non-small Cell Lung Cancer",Advanced
NCT04389632,"Non-small Cell Lung Cancer","Locally Advanced"
NCT04389632,"Non-small Cell Lung Cancer",Metastatic
NCT04389632,"Non-small Cell Lung Cancer",Refractory
NCT04389632,"Non-small Cell Lung Cancer",Relapsed
NCT04389632,"Non-small Cell Lung Cancer",Unresectable
NCT04389632,"Ovarian Cancer",Advanced
NCT04389632,"Ovarian Cancer","Locally Advanced"
NCT04389632,"Ovarian Cancer",Metastatic
NCT04389632,"Ovarian Cancer",Refractory
NCT04389632,"Ovarian Cancer",Relapsed
NCT04389632,"Ovarian Cancer",Unresectable
NCT04389632,"Pancreatic Cancer",Advanced
NCT04389632,"Pancreatic Cancer","Locally Advanced"
NCT04389632,"Pancreatic Cancer",Metastatic
NCT04389632,"Pancreatic Cancer",Refractory
NCT04389632,"Pancreatic Cancer",Relapsed
NCT04389632,"Pancreatic Cancer",Unresectable
NCT04389632,"Solid Tumors",Advanced
NCT04389632,"Solid Tumors","Locally Advanced"
NCT04389632,"Solid Tumors",Metastatic
NCT04389632,"Solid Tumors",Refractory
NCT04389632,"Solid Tumors",Relapsed
NCT04389632,"Solid Tumors",Unresectable
NCT04389632,"Uterine Cancer",Advanced
NCT04389632,"Uterine Cancer","Locally Advanced"
NCT04389632,"Uterine Cancer",Metastatic
NCT04389632,"Uterine Cancer",Refractory
NCT04389632,"Uterine Cancer",Relapsed
NCT04389632,"Uterine Cancer",Unresectable
NCT04394624,"Non-small Cell Lung Cancer",Metastatic
NCT04394624,"Non-small Cell Lung Cancer","Non Squamous"
NCT04394624,"Non-small Cell Lung Cancer",Refractory
NCT04394624,"Non-small Cell Lung Cancer",Relapsed
NCT04394624,"Small Cell Lung Cancer",Metastatic
NCT04394624,"Small Cell Lung Cancer",Refractory
NCT04394624,"Small Cell Lung Cancer",Relapsed
NCT04396340,"Lung Cancer","Locally Advanced"
NCT04396340,"Lung Cancer",Metastatic
NCT04396340,"Lung Cancer",Refractory
NCT04396340,"Non-small Cell Lung Cancer","Locally Advanced"
NCT04396340,"Non-small Cell Lung Cancer",Metastatic
NCT04396340,"Non-small Cell Lung Cancer","Non Squamous"
NCT04396340,"Non-small Cell Lung Cancer",Refractory
NCT04396340,"Ovarian Cancer","Locally Advanced"
NCT04396340,"Ovarian Cancer",Metastatic
NCT04396340,"Ovarian Cancer",Refractory
NCT04396340,"Peritoneal Cancer","Locally Advanced"
NCT04396340,"Peritoneal Cancer",Metastatic
NCT04396340,"Peritoneal Cancer",Refractory
NCT04396340,"Solid Tumors","Locally Advanced"
NCT04396340,"Solid Tumors",Metastatic
NCT04396340,"Solid Tumors",Refractory
NCT04398680,"Multiple Myeloma",Refractory
NCT04398680,"Multiple Myeloma",Relapsed
NCT04398680,"Multiple Myeloma","Transplant Ineligible"
NCT04398745,"Multiple Myeloma",Refractory
NCT04398745,"Multiple Myeloma",Relapsed
NCT04398745,"Multiple Myeloma","Transplant Ineligible"
NCT04398914,"Breast Cancer",Advanced
NCT04398914,"Breast Cancer","Locally Advanced"
NCT04398914,"Breast Cancer",Relapsed
NCT04398914,"Breast Cancer",Resectable
NCT04400695,"Breast Cancer",Advanced
NCT04400695,"Breast Cancer","Locally Advanced"
NCT04400695,"Breast Cancer",Metastatic
NCT04400695,"Breast Cancer",Relapsed
NCT04404283,"B-cell Lymphoma",Refractory
NCT04404283,"B-cell Lymphoma",Relapsed
NCT04404283,"Diffuse Large B-cell Lymphoma",Refractory
NCT04404283,"Diffuse Large B-cell Lymphoma",Relapsed
NCT04410224,"Breast Cancer",Advanced
NCT04410224,"Breast Cancer",Metastatic
NCT04410224,"Breast Cancer",Recurrent
NCT04410224,"Breast Cancer",Relapsed
NCT04410224,"Colorectal Cancer",Advanced
NCT04410224,"Colorectal Cancer",Metastatic
NCT04410224,"Colorectal Cancer",Relapsed
NCT04410224,"Lung Cancer",Advanced
NCT04410224,"Lung Cancer",Metastatic
NCT04410224,"Non-small Cell Lung Cancer",Advanced
NCT04410224,"Non-small Cell Lung Cancer",Metastatic
NCT04410224,"Non-small Cell Lung Cancer",Recurrent
NCT04410224,"Non-small Cell Lung Cancer",Relapsed
NCT04410224,"Ovarian Cancer",Advanced
NCT04410224,"Ovarian Cancer",Metastatic
NCT04410224,"Ovarian Cancer",Recurrent
NCT04410224,"Ovarian Cancer",Relapsed
NCT04410224,"Renal Cell Carcinoma",Advanced
NCT04410224,"Renal Cell Carcinoma",Metastatic
NCT04410224,"Solid Tumors",Advanced
NCT04410224,"Solid Tumors",Metastatic
NCT04410224,"Solid Tumors",Relapsed
NCT04419181,"Breast Cancer","Locally Advanced"
NCT04434040,"Breast Cancer",Advanced
NCT04434040,"Breast Cancer",Metastatic
NCT04434040,"Breast Cancer",Relapsed
NCT04434040,"Triple-Negative Breast Cancer",Advanced
NCT04434040,"Triple-Negative Breast Cancer",Metastatic
NCT04434040,"Triple-Negative Breast Cancer",Relapsed
NCT04439110,"Multiple Myeloma",Advanced
NCT04439110,"Multiple Myeloma",Refractory
NCT04439110,"Solid Tumors",Advanced
NCT04439110,"Solid Tumors",Refractory
NCT04446260,"Solid Tumors",Advanced
NCT04446260,"Solid Tumors",Metastatic
NCT04446260,"Solid Tumors",Refractory
NCT04446260,"Solid Tumors",Unresectable
NCT04448886,"Breast Cancer","Locally Advanced"
NCT04448886,"Breast Cancer",Metastatic
NCT04448886,"Breast Cancer",Refractory
NCT04448886,"Breast Cancer",Relapsed
NCT04448886,"Breast Cancer",Unresectable
NCT04450732,"Biliary Tract Cancer",Advanced
NCT04450732,"Biliary Tract Cancer",Metastatic
NCT04450732,"Biliary Tract Cancer",Refractory
NCT04450732,"Biliary Tract Cancer",Relapsed
NCT04450732,"Biliary Tract Cancer",Unresectable
NCT04450732,"Breast Cancer",Advanced
NCT04450732,"Breast Cancer",Metastatic
NCT04450732,"Breast Cancer",Refractory
NCT04450732,"Breast Cancer",Relapsed
NCT04450732,"Breast Cancer",Unresectable
NCT04450732,"Head and Neck Cancer",Advanced
NCT04450732,"Head and Neck Cancer",Metastatic
NCT04450732,"Head and Neck Cancer",Refractory
NCT04450732,"Head and Neck Cancer",Relapsed
NCT04450732,"Head and Neck Cancer",Unresectable
NCT04450732,"Small Cell Lung Cancer",Advanced
NCT04450732,"Small Cell Lung Cancer",Metastatic
NCT04450732,"Small Cell Lung Cancer",Refractory
NCT04450732,"Small Cell Lung Cancer",Relapsed
NCT04450732,"Small Cell Lung Cancer",Unresectable
NCT04450732,"Solid Tumors",Advanced
NCT04450732,"Solid Tumors",Metastatic
NCT04450732,"Solid Tumors",Refractory
NCT04450732,"Solid Tumors",Relapsed
NCT04450732,"Solid Tumors",Unresectable
NCT04454437,"Breast Cancer",Advanced
NCT04454437,"Breast Cancer","Locally Advanced"
NCT04454437,"Breast Cancer",Metastatic
NCT04454437,"Breast Cancer",Refractory
NCT04454437,"Breast Cancer",Relapsed
NCT04454437,"Breast Cancer",Unresectable
NCT04454437,"Triple-Negative Breast Cancer",Advanced
NCT04454437,"Triple-Negative Breast Cancer","Locally Advanced"
NCT04454437,"Triple-Negative Breast Cancer",Metastatic
NCT04454437,"Triple-Negative Breast Cancer",Refractory
NCT04454437,"Triple-Negative Breast Cancer",Relapsed
NCT04454437,"Triple-Negative Breast Cancer",Unresectable
NCT04457596,"Breast Cancer","High Risk"
NCT04457596,"Breast Cancer","Locally Advanced"
NCT04457596,"Breast Cancer",Metastatic
NCT04457596,"Breast Cancer",Refractory
NCT04457596,"Breast Cancer",Relapsed
NCT04460456,"Biliary Tract Cancer",Advanced
NCT04460456,"Biliary Tract Cancer","Locally Advanced"
NCT04460456,"Biliary Tract Cancer",Metastatic
NCT04460456,"Bladder Cancer",Advanced
NCT04460456,"Bladder Cancer","Locally Advanced"
NCT04460456,"Bladder Cancer",Metastatic
NCT04460456,"Breast Cancer",Advanced
NCT04460456,"Breast Cancer","Locally Advanced"
NCT04460456,"Breast Cancer",Metastatic
NCT04460456,"Colorectal Cancer",Advanced
NCT04460456,"Colorectal Cancer","Locally Advanced"
NCT04460456,"Colorectal Cancer",Metastatic
NCT04460456,"Endometrial Cancer",Advanced
NCT04460456,"Endometrial Cancer","Locally Advanced"
NCT04460456,"Endometrial Cancer",Metastatic
NCT04460456,"Gastric Cancer",Advanced
NCT04460456,"Gastric Cancer","Locally Advanced"
NCT04460456,"Gastric Cancer",Metastatic
NCT04460456,"Gastroesophageal Junction",Advanced
NCT04460456,"Gastroesophageal Junction","Locally Advanced"
NCT04460456,"Gastroesophageal Junction",Metastatic
NCT04460456,"Gastrointestinal Cancer",Advanced
NCT04460456,"Gastrointestinal Cancer","Locally Advanced"
NCT04460456,"Gastrointestinal Cancer",Metastatic
NCT04460456,"Head and Neck Cancer",Advanced
NCT04460456,"Head and Neck Cancer","Locally Advanced"
NCT04460456,"Head and Neck Cancer",Metastatic
NCT04460456,"Non-small Cell Lung Cancer",Advanced
NCT04460456,"Non-small Cell Lung Cancer","Locally Advanced"
NCT04460456,"Non-small Cell Lung Cancer",Metastatic
NCT04460456,"Solid Tumors",Advanced
NCT04460456,"Solid Tumors","Locally Advanced"
NCT04460456,"Solid Tumors",Metastatic
NCT04460456,"Triple-Negative Breast Cancer",Advanced
NCT04460456,"Triple-Negative Breast Cancer","Locally Advanced"
NCT04460456,"Triple-Negative Breast Cancer",Metastatic
