nct_id,drug_id,drug,drug_candidate,drug_alias,target,target_description,modality,modality_description,therapy_class,therapy_class_description,company,drug_payload,drug_payload_moa
NCT04307576,39639,"inotuzumab ozogamicin",Pipeline,"Besponsa|CMC-544|Inotuzumab|Inotuzumab ozogamicin|PF-5208773|WAY-207294",CD22,"Cluster of Differentiation-22",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Pfizer,Calicheamicin,"DNA damaging agent"
NCT04311034,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04311034,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04323956,41075,"polatuzumab vedotin",Pipeline,"ACD79B-VCMMAE|DCDS-4501A|FCU-2711|Polatuzumab|polatuzumab vedotin|polatuzumab vedotin-piiq|Polivy|RG-7596|RG7596|RO-5541077|RO-5541077-000",CD79,"Cluster of Differentiation-79",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Roche,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04329429,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04329429,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04332822,41075,"polatuzumab vedotin",Pipeline,"ACD79B-VCMMAE|DCDS-4501A|FCU-2711|Polatuzumab|polatuzumab vedotin|polatuzumab vedotin-piiq|Polivy|RG-7596|RG7596|RO-5541077|RO-5541077-000",CD79,"Cluster of Differentiation-79",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Roche,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04341181,36871,"ado-trastuzumab emtansine",Pipeline,"ado-trastuzumab emtansine|Herceptin-DM1|Kadcyla|PRO-132365|R-3502|RG-3502|RO-5304020|T-DM1|Trastuzumab Emtansine|trastuzumab-DM1|trastuzumab-MCC-DM1|trastuzumab-mertansine",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,Roche,"Maytansine DM1","Tubulin inhibitor"
NCT04378647,37766,"brentuximab vedotin",Pipeline,"Adcetris|brentuximab vedotin|cAC10-vcMMAE|SGN-035|SGN-35",CD30,"Cluster of Differentiation-30",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04378647,37766,"brentuximab vedotin",Pipeline,"Adcetris|brentuximab vedotin|cAC10-vcMMAE|SGN-035|SGN-35",CD30,"Cluster of Differentiation-30",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Takeda,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04379596,42178,"trastuzumab deruxtecan",Pipeline,"DS-8201|DS-8201a|Enhertu|fam-trastuzumab deruxtecan|fam-trastuzumab deruxtecan-nxki|T-DXd|trastuzumab deruxtecan",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,AstraZeneca,Deruxtecan,"DNA damaging agent"
NCT04379596,42178,"trastuzumab deruxtecan",Pipeline,"DS-8201|DS-8201a|Enhertu|fam-trastuzumab deruxtecan|fam-trastuzumab deruxtecan-nxki|T-DXd|trastuzumab deruxtecan",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Daiichi Sankyo",Deruxtecan,"DNA damaging agent"
NCT04381832,41492,"sacituzumab govitecan-hziy",Pipeline,"anti-TROP-2-SN-38|anti-TROP-2-SN-38 conjugate|GS-0132|hRS7-SN 38|hRS7-SN38 antibody drug conjugate|IMMU-132|isactuzumab govitecan|RS7-SN38|sacituzumab govitecan|sacituzumab govitecan-hziy|Trodelvy|TROP-2-SN-38",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Gilead,Irinotecan,"DNA damaging agent"
NCT04384484,39979,"loncastuximab tesirine",Pipeline,"ADCT-402|Lonca|Lonca-T|loncastuximab tesirine|MT-2111|Zynlonta",CD19,"Cluster of Differentiation-19",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"ADC Therapeutics",Pyrrolobenzodiazepine,"DNA damaging agent"
NCT04385290,39086,"gemtuzumab ozogamicin",Pipeline,"CDP-771|CMA-676|Gemtuzumab Ozogamicin|gemtuzumab ozogamycin|hp67.6-calicheamicin|Mylotarg|WAY-CMA 676",CD33,"Cluster of Differentiation-33",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Pfizer,"N-acetyl gamma calicheamicin","DNA damaging agent"
NCT04389632,41609,SGN-B6A,Pipeline,SGN-B6A,ITGB6,"Integrin subunit beta 6",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04394624,41509,"tusamitamab ravtansine",Pipeline,"SAR-408701|SAR408701|tusamitamab ravtansine",CEACAM,"Carcinoembryonic antigen-related cell adhesion molecule",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Sanofi,"Maytansinoid DM4","Tubulin inhibitor"
NCT04396340,42517,XMT-1592,Pipeline,"XMT 1592|XMT-1592",NaPi2B,"Sodium-phosphate cotransporter protein type 2B",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Mersana Therapeutics",Auristatin,"Tubulin inhibitor"
NCT04398680,37549,"belantamab mafodotin",Pipeline,"Belamaf|belantamab mafodotin|belantamab mafodotin-blmf|Blenrep|GSK-2857916|GSK-916|GSK2857916|J6M0-mcMMAF",BCMA,"B-cell maturation antigen",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,GSK,"Monomethyl Auristatin Phenylalanine","Tubulin inhibitor"
NCT04398745,37549,"belantamab mafodotin",Pipeline,"Belamaf|belantamab mafodotin|belantamab mafodotin-blmf|Blenrep|GSK-2857916|GSK-916|GSK2857916|J6M0-mcMMAF",BCMA,"B-cell maturation antigen",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,GSK,"Monomethyl Auristatin Phenylalanine","Tubulin inhibitor"
NCT04398914,36871,"ado-trastuzumab emtansine",Pipeline,"ado-trastuzumab emtansine|Herceptin-DM1|Kadcyla|PRO-132365|R-3502|RG-3502|RO-5304020|T-DM1|Trastuzumab Emtansine|trastuzumab-DM1|trastuzumab-MCC-DM1|trastuzumab-mertansine",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,Roche,"Maytansine DM1","Tubulin inhibitor"
NCT04400695,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04400695,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
